;title;preis;Bildschirmdiagonale (cm/Zoll);Bildschirmauflösung;Touchscreen;Bildqualität;Bildschirmdiagonale (cm);Bildschirmdiagonale (Zoll);Bildverhältnis;Paneltyp;Bildschirmmerkmale;Arbeitsspeicher-Typ;Arbeitsspeicher-Größe;Arbeitsspeicher-Konfiguration;Prozessor;Prozessor-Marke;Prozessor-Modell;Prozessor-Nummer;Prozessor-Taktfrequenz;Anzahl Prozessorkerne;Anzahl Threads;Prozessor-Taktfrequenz mit Turbo;Helligkeit;Intel Optane;Grafikkarte;Grafikkarte Hersteller;Festplatte 1;Festplattentyp 1.Festplatte;Bildschirmtyp;Cache-Speicher Typ;Speichergeschwindigkeit;Cachegröße;Chipsatz;Gesamtanzahl Steckplätze;Interner Speicher;Festplattenkapazität 1. Festplatte;Bildschirmkontrast;Regulierbare Helligkeit;LED Hintergrundbeleuchtung;Anzahl installierter Festplatten;Touchscreen-Typ;SSD-Speicher;Grafikspeicher-Typ;Gesamter Speicherplatz in GB;Anschlüsse;Curved display;Grafikspeicher dediziert;max. unterstützter Speicher;Leistungsmerkmale;WLAN;Bluetooth;Betriebssystem;Integriertes Mikrofon;Tastaturbelegung;integrierte Webcam
"https://www.mediamarkt.de/de/product/_acer-aspire-5-a515-57-50aa-mit-tastaturbeleuchtung-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-grafik-steel-gray-2839062.html
";"ACER Aspire 5 (A515-57-50AA) mit Tastaturbeleuchtung, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Steel Gray
4.3 (4)| Art.-Nr. 2839062 | ACER";669.;39.62 cm / 15.6 Zoll;2.560 x 1.440 Pixel;Nein;WQHD;39.62 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView QHD IPS Display mit LED-Backlight (matt) und 100% sRGB;DDR4;16 GB;2x 8 GB DDR4 RAM;Intel® Core™ i5-1235U Prozessor (12 MB Cache, bis zu 4,40 GHz);Intel®;Core™ i5;i5-1235U;3.30 GHz;10;12;4.40 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-vivobook-15-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-uhd-graphics-slate-grey-2760150.html
";"ASUS Vivobook 15 (R565JA-EJ2498W), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD Graphics, Slate Grey
4.0 (22)| Art.-Nr. 2760150 | ASUS";599.;39.6 cm / 15.6 Zoll;1.920 x 1.080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;;;;DDR4;8 GB;;Intel® Core™ i5 Prozessor 1035G1 (6 MB Cache, bis zu 3,60 GHz);Intel®;Core™ i5;i5-1035G1;1.00 GHz;4;;3.60 GHz;200 cd/m²;Intel® Optane™ Speichermodulkapazität 32 GB;Intel® UHD Graphics;Intel;SSD , 512 GB;SSD;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-akoyar-e15407-md61956-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-1-gb-ssd-intel-uhd-graphics-titan-grey-2752581.html
";"MEDION AKOYA® E15407 (MD61956), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 1 TB SSD, Intel UHD Grafik, Titan Grey
4.5 (4)| Art.-Nr. 2752581 | MEDION";549.–;39.62 cm / 15.6 Zoll;1.920 x 1.080 Pixel;;Full-HD;39.62 cm;15.6 Zoll;16:9;AHVA (Advanced Hyper-Viewing Angle);;DDR4;8 GB;1 x 8 GB;Intel® Core™ i5-1035G1 Prozessor (bis zu 3,60 GHz mit Intel® Turbo-Boost-Technik 2.0, 6 MB Intel® Cache);Intel®;Core™ i5;i5-1035G1;1.00 GHz;4;8;3.60 GHz;;;;;;;FHD AHVA;Intel® Cache;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-ideapad-3i-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-uhd-grafik-platinsilber-2793055.html
";"LENOVO IdeaPad 3i, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel UHD Grafik, Platinsilber
4.2 (17)| Art.-Nr. 2793055 | LENOVO";599.;39.6 cm / 15.6 Zoll;1920 x 1080;;Full-HD;39.6 cm;15.6 Zoll;16:9;;matt;DDR4;8 GB;2x 4 GB;Intel® Core™ i5-10210U Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 6 MB Intel® Cache);Intel®;Core™ i5;i5-10210U;1.6 GHz;4;8;;220 cd/m²;;;;;;TN;;2666 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-3-a317-53-5090-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-graphics-silber-2786845.html
";"ACER Aspire 3 (A317-53-5090), Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Silber
5.0 (1)| Art.-Nr. 2786845 | ACER";699.;43.94 cm / 17.3 Zoll;1.920 x 1.080;Nein;Full-HD;43.94 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full HD IPS Display mit LED-Backlight (matt);DDR4;8 GB;2x 4 GB;Intel® Core™ i5-1135G7-Prozessor 8 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-swift-3-sf314-511-54zk-mit-tastaturbeleuchtung-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-grafik-pure-silver-2770622.html
";"ACER Swift 3 (SF314-511-54ZK) mit Tastaturbeleuchtung, EVO, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Pure Silver
3.0 (2)| Art.-Nr. 2770622 | ACER";719.;35.56 cm / 14 Zoll;1.920 x 1.080 Pixel;;Full-HD;35.56 cm;14 Zoll;16:9;IPS (In-Plane Switching);;LPDDR4X;16 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;Intel Cache;;8 MB;Integrated SOC;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-17-cn0144ng-notebook-mit-173-zoll-display-prozessor-16-gb-ram-1-tb-ssd-iris-xe-schwarz-101186485.html
";"HP 17-cn0144ng, Notebook mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 1 TB SSD, Iris Xe, Schwarz
Produkt bewerten| Art.-Nr. 101186485 | HP";829.–;43.94 cm / 17.3 Zoll;1920 x 1080;;Full-HD;43.94 cm;17.3 Zoll;;IPS (In-Plane Switching);;LPDDR4;16 GB;;Core™ i5;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;;;Iris Xe;Intel;SSD , 1 TB;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-fx506hc-hn115w-gaming-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidia-geforce-rtx-3050-eclipse-gray-2809412.html
";"ASUS FX506HC-HN115W, Gaming Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Eclipse Gray
Produkt bewerten| Art.-Nr. 2809412 | ASUS";899.;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);Bildwiederholrate 144 Hz;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-11400H-Prozessor 12 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-11400H;2.7 GHz;6;;4.5 GHz;250 cd/m²;;NVIDIA GeForce RTX 3050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-9-2-in-1-tablet-mit-13-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-graphit-2837626.html
";"MICROSOFT Surface Pro 9, 2-in-1 Tablet mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik , Graphit
5.0 (1)| Art.-Nr. 2837626 | MICROSOFT";1179.–;33.02 cm / 13 Zoll;2880 x 1920 Pixel;;;33.02 cm;13 Zoll;3:2;;;LPDDR5;8 GB;;Intel® Core™ i5-1235U Prozessor der 12. Generation;Intel®;Core™ i5;i5-1235U;3.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe-Grafik;Intel;SSD , 256 GB;SSD;;;;;Intel® Core™ i5-1235U Prozessor der 12. Generation;;256 GB;256 GB;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_huawei-matebook-d16-notebook-mit-16-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-uhd-graphics-space-gray-2808904.html
";"HUAWEI Matebook D16, Notebook mit 16 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, UHD Grafik, Space Gray
5.0 (2)| Art.-Nr. 2808904 | HUAWEI";799.–;40.64 cm / 16 Zoll;1920 x 1200 Pixel;;;40.64 cm;16 Zoll;16:10;IPS (In-Plane Switching);Kontrastverhältnis 1200:1, 4.6 mm schmaler Rahmen, 90 % Screen to Body Ratio;LPDDR4;16 GB;1x 16 GB;Intel® Core™ i5-12450H Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-12450H;3.3 GHz;;;4.4 GHz;300 cd/m²;;;;;;IPS;;;;;;512 GB;;1200:1;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-yoga-7i-premium-convertible-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-grafik-schiefergrau-2804703.html
";"LENOVO Yoga 7i, EVO, Premium Convertible mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Schiefergrau
Produkt bewerten| Art.-Nr. 2804703 | LENOVO";999.;35.56 cm / 14 Zoll;1920 x 1080;;Full-HD;35.56 cm;14 Zoll;16:9;;Glänzend;DDR4;16 GB;16 GB onboard;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;;300 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-laptop-17-cn1354ng-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-silber-2790409.html
";"HP Laptop 17-cn1354ng, Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Silber
4.5 (2)| Art.-Nr. 2790409 | HP";699.;43.9 cm / 17.3 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;43.9 cm;17.3 Zoll;;IPS (In-Plane Switching);;DDR4;8 GB;2x 4 GB;Intel® Core™ i5-1155G7 Prozessor (8 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-1155G7;2.5 GHz;4;;4.5 GHz;250 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-laptop-17-cn1356ng-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-intel-iris-xe-grafik-silber-2790411.html
";"HP Laptop 17-cn1356ng, Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, Intel Iris Xe Grafik, Silber
4.0 (6)| Art.-Nr. 2790411 | HP";799.;43.9 cm / 17.3 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;43.9 cm;17.3 Zoll;;IPS (In-Plane Switching);;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-1155G7 Prozessor (8 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-1155G7;2.5 GHz;4;;4.5 GHz;250 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_huawei-matebook-d15-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-space-gray-2793402.html
";"HUAWEI Matebook D15, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe Grafik, Space Gray
4.5 (15)| Art.-Nr. 2793402 | HUAWEI";599.–;39.62 cm / 15.6 Zoll;1.920 x 1.080 Pixel;;Full-HD;39.62 cm;15.6 Zoll;;;entspiegeltes Display;DDR4;8 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;;;4.2 GHz;;;Intel® Iris® Xe Grafik;Intel®;SSD , 512 GB;SSD;IPS;Intel Cache;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-nitro-5-an515-55-547k-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-geforce-rtx-3050-schwarz-rot-2746366.html
";"ACER Nitro 5 (AN515-55-547K), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Schwarz / Rot
3.8 (10)| Art.-Nr. 2746366 | ACER";979.;39.62 cm / 15.6 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;39.62 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full HD IPS Display 144 Hz mit LED-Backlight (matt);DDR4;8 GB;1x 8 GB;Intel® Core™ i5-10300H Prozessor (bis zu 4,50 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-10300H;2.50 GHz;4;8;4.5 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_samsung-galaxy-book2-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intelr-irisr-xe-graphite-2794317.html
";"SAMSUNG Galaxy Book2, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Graphite
5.0 (2)| Art.-Nr. 2794317 | SAMSUNG";849.;39.6 cm / 15.6 Zoll;1920 x 1080;;Full-HD;39.6 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);TFT-IPS, 16 Mio. Farben;LPDDR4X;16 GB;1x 16 GB;Intel® Core™ i5-1235U-Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-1235U;1.2 GHz;;;4.4 GHz;300 cd/m²;;;;;;;Intel Smart Cache;4266 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_samsung-galaxy-book2-pro-notebook-mit-133-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-irisr-xe-grey-2794309.html
";"SAMSUNG Galaxy Book2 Pro EVO, Notebook mit 13,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe, Grey
3.5 (2)| Art.-Nr. 2794309 | SAMSUNG";1069.–;33.78 cm / 13.3 Zoll;1.920 x 1.080;;Full-HD;33.78 cm;13.3 Zoll;16:9;AMOLED (Active-Matrix Organic Light-Emitting Diode);Amoled-Display;LPDDR5;8 GB;1x 8 GB;Intel® Core™ i5-1240P Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-1240P;1.3 GHz;;;4.4 GHz;400 cd/m²;;;;;;;Intel Smart Cache;5200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-lenovo-yoga-slim-7i-pro-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-intel-iris-xe-grafik-hellsilber-2825969.html
";"LENOVO Yoga Slim 7i Pro, EVO, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, Intel Iris Xe Grafik , Hellsilber
Produkt bewerten| Art.-Nr. 2825969 | LENOVO";1099.–;35.6 cm / 14 Zoll;2.880 x 1.800 Pixel;;;35.6 cm;14 Zoll;16:10;;;LPDDR4;16 GB;16 GB onboard;Intel® Core™ i5-11320H Prozessor 8 MB Cache, bis 4,50 GHz, mit IPU;Intel®;Core™ i5;i5-11320H;3.2 GHz;4;8;4.5 GHz;400 cd/m²;;;;;;OLED;Intel Cache;4266 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-r565-ea-bq2050w-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-graphics-grau-2774230.html
";"ASUS Vivobook 15 R565EA-BQ2050W, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Grau
4.0 (1)| Art.-Nr. 2774230 | ASUS";599.;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;Nein;Full-HD;39.6 cm;15.6 Zoll;;IPS (In-Plane Switching);;DDR4;8 GB;1 x 8 GB;Intel® Core™ i5-1135G7 Prozessor (8M Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;;250 cd/m²;32 GB;;;;;IPS;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-9-2-in-1-tablet-mit-13-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-platin-2837625.html
";"MICROSOFT Surface Pro 9, 2-in-1 Tablet mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik , Platin
Produkt bewerten| Art.-Nr. 2837625 | MICROSOFT";1169.–;33.02 cm / 13 Zoll;2880 x 1920 Pixel;;;33.02 cm;13 Zoll;3:2;;;LPDDR5;8 GB;;Intel® Core™ i5-1235U Prozessor der 12. Generation;Intel®;Core™ i5;i5-1235U;3.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe-Grafik;Intel;SSD , 256 GB;SSD;;;;;Intel® Core™ i5-1235U Prozessor der 12. Generation;;256 GB;256 GB;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_huawei-matebook-d14-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intelr-irisr-xe-grafik-space-gray-2783160.html
";"HUAWEI Matebook D14, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe Grafik, Space Gray
Produkt bewerten| Art.-Nr. 2783160 | HUAWEI";769.;35.56 cm / 14 Zoll;1.920 x 1.080 Pixel;;Full-HD;35.56 cm;14 Zoll;;;;DDR4;16 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;;;4.2 GHz;;;Intel® Iris® Xe Grafik;Intel®;;;IPS;Intel Cache;3200 MHz;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-17-cn0144ng-notebook-mit-173-zoll-display-prozessor-16-gb-ram-1-tb-ssd-iris-xe-schwarz-101186434.html
";"HP 17-cn0144ng, Notebook mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 1 TB SSD, Iris Xe, Schwarz
Produkt bewerten| Art.-Nr. 101186434 | HP";829.–;43.94 cm / 17.3 Zoll;1920 x 1080;;Full-HD;43.94 cm;17.3 Zoll;;IPS (In-Plane Switching);;LPDDR4;16 GB;;Core™ i5;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;;;Iris Xe;Intel;SSD , 1 TB;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-envy-laptop-17-ch1355ng-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-grafik-silber-2790442.html
";"HP ENVY Laptop 17-ch1355ng, Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Silber
5.0 (1)| Art.-Nr. 2790442 | HP";999.;43.9 cm / 17.3 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;43.9 cm;17.3 Zoll;;IPS (In-Plane Switching);;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-1155G7 Prozessor (8 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-1155G7;2.5 GHz;4;;4.5 GHz;300 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-yoga-slim-7i-pro-slim-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-light-silver-2809837.html
";"LENOVO Yoga Slim 7i Pro, EVO, Slim Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Light Silver
Produkt bewerten| Art.-Nr. 2809837 | LENOVO";899.;35.56 cm / 14 Zoll;2880 x 1800;;;35.56 cm;14 Zoll;16:10;;Matt, 90 Hz, 100 % sRGB, Dolby Vision;DDR4;8 GB;8 GB onboard;Intel® Core™ i5-11320H Prozessor (bis zu 4,50 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-11320H;3.2 GHz;4;8;;400 cd/m²;;;;;;IPS;;4266 MHz;;;;;;;ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-akoyar-s17405-md62247-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-integrierte-intelr-irisr-xe-titan-grey-2752584.html
";"MEDION AKOYA® S17405 (MD62247), Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, integrierte Intel® IRIS® Xe, Titan Grey
4.0 (1)| Art.-Nr. 2752584 | MEDION";849.;43.9 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;43.9 cm;17.3 Zoll;;AHVA (Advanced Hyper-Viewing Angle);;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-1135G7 Prozessor (8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;;;;;;;IPS Panel;Intel® Smart Cache;;8 MB;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-go-2-i5-8gb128gb-platin-notebook-mit-1245-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-128-gb-ssd-uhd-grafik-platin-2805925.html
";"MICROSOFT Surface Laptop Go 2 - i5 8GB/128GB Platin, Notebook mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 128 GB SSD, UHD-Grafik, Platin
Produkt bewerten| Art.-Nr. 2805925 | MICROSOFT";649.–;31.6 cm / 12.45 Zoll;1.536 x 1.024 Pixel;Ja;;31.6 cm;12.45 Zoll;;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;UHD-Grafik;Intel®;SSD , 128 GB;;;Intel Smart Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-nitro-5-an517-53-50de-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-geforce-rtx-3050-schwarz-rot-2770605.html
";"ACER Nitro 5 (AN517-53-50DE), Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Schwarz / Rot
5.0 (2)| Art.-Nr. 2770605 | ACER";999.;43.94 cm / 17.3 Zoll;1920 x 1080 Pixel;Nein;Full-HD;43.94 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full HD IPS Display 144 Hz mit LED-Backlight (matt);DDR4;8 GB;1 x 8 GB;Intel® Core™ i5-11300H Prozessor (8M Cache, bis zu 4,40 GHz, mit IPU);Intel®;Core™ i5;i5-11300H;2.60 GHz;4;8;4.40 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-zenbook-ux325ea-kg327w-notebook-mit-133-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-graphics-grau-2764395.html
";"ASUS Zenbook 13 OLED UX325EA-KG327W Intel® Evo™, Notebook mit 13,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Grau
4.3 (3)| Art.-Nr. 2764395 | ASUS";849.–;33.8 cm / 13.3 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;33.8 cm;13.3 Zoll;;;Glanz Display-Oberfläche;LPDDR4X;16 GB;;Intel® Core™ i5-1135G7 Prozessor (8M Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;400 cd/m²;;Intel Iris Xe Graphics;;;;OLED;;;8 MB;;;;;;;;;;;;;;;;;;;;;;;
