;title;ort;bei;gebiet;start;job-nr;stellenbeschreibung;aufgabe;profil
"https://db.jobs/de-de/Suche/Senior-Salesforce-Architekt-w-m-d--7281004?resultCount=608
";Senior Salesforce Architekt (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 120334;Wir im Team Salesforce Professional Services unterstützen unsere Kunden nachhaltig bei der Digitalisierung von Geschäftsprozessen und ihrem Kundenbeziehungsmanagement auf der Basis von Salesforce. Dabei übernehmen wir als Teil unserer CRM-Einheit, Verantwortung in der Beratung & Umsetzung für unsere Kunden. Wir verstehen Veränderung als Chance und freuen uns auf Dich, wenn Du bereit bist, diese aktiv mitzugestalten indem Du deine Begeisterung und Ideen vom ersten Tag an einzubringen.;In Deiner Rolle als Senior Salesforce Architektin übernimmst Du die technische Koordination und Umsetzung innerhalb unserer Kundenprojekte. Du hast mehrjährige und tiefgreifende Erfahrungen in den Bereichen Sales- & Servicecloud und berätst unsere Konzernpartner ganzheitlich und professionell. Du integrierst Salesforce in bestehende Systemlandschaften bei unseren Kunden . Du konzipierst Schnittstellen zu anderen Anwendungen  . Du analysierst die Anforderungen unserer Kunden und berätst sie dabei hinsichtlich technischer Umsetzungsmöglichkeiten in Salesforce. Du unterstützt unsere Kunden langfristig und nachhaltig bei der Digitalisierung von Geschäftsprozessen auf der Basis von Salesforce. Als Teil des Salesforce Professional Services (SPS) Teams, übernimmst Du Verantwortung bei Architekturfragen und deren Umsetzung bei unseren Kunden;Du kannst auf ein abgeschlossenes Studium im Bereich Informatik oder Wirtschaftsinformatik zurückblicken oder verfügst über eine vergleichbare Qualifikation mit mehrjähriger Berufserfahrung. Du hast mind. 5 Jahre Erfahrung in Salesforce Projekten als Architektin. Du hast sehr gute Kenntnisse in APEX und Javascript (Lightning Web Components bzw. Aura Components). Du bringst sehr gute Kenntnisse in der Konfiguration und Administration von Salesforce mit. Du bist idealerweise (mehrfach) zertifiziert (z.B. Platform Developer) . Du verfügst über umfangreiche Fähigkeiten in der Aufnahme und Analyse technischer Anforderungen sowie deren Umsetzung in Salesforce. Agiles und eigenverantwortliches Arbeiten ist für Dich selbstverständlich und Du verstehst Dich als Teamplayer. Der Umgang mit gängigen Tools wie z.B. Jira und Confluence ist für Dich Routine. Sehr gute Deutsch- sowie Englischkenntnisse runden Dein Profil ab
"https://db.jobs/de-de/Suche/Experte-Provider-Management-w-m-d--8168500?resultCount=608
";Experte Provider Management (w/m/d);An der Welle 3, 60322 Frankfurt (Main);Startdatum: ab sofort;Deutsche Bahn AG;Informatik;Job-Nr.: 140547;Zum nächstmöglichen Zeitpunkt suchen wir Dich als Experte Provider Management für die Deutsche Bahn AG am Standort Berlin oder Frankfurt (Main).;Du verantwortest sowohl den abgestimmten Einkaufsprozess als auch die Kriterien für die Informationssicherheit. Federführend erstellst Du fachliche Richtlinien für den Einkauf und das Provider Management unter Informationssicherheitsaspekten und entwickelst diese weiter. Als Experte unterstützt Du die Budgetplanung im Fachthema für den Bereich und steuerst die Informationssicherheit im Einkaufsprozess. Du koordinierst den Abstimmungsprozess für ergänzende Vertragsbedingungen für die Informationssicherheit. Du wirkst mit bei der Weiterentwicklung der Identifizierung und der Mitigation von Informationssicherheitsrisiken in der Supply Chain des DB Konzerns. In Deiner Verantwortung liegt die Einsteuerung und Abstimmung fachlicher Richtlinien zwischen Konzernleitung und Konzerngeschäftsfelder;Du hast ein abgeschlossenes Hochschulstudium der Informatik oder Wirtschaftsinformatik oder hast in vergleichbaren Aufgabenstellungen gearbeitet. Du bringst fundierte Erfahrungen Provider Management mit und besitzt die Fähigkeit, Dich in komplexen IT/ IT- Security Systemen, Kosten- und Prozessstrukturen schnell zurechtzufinden. Analytisches Denk- und Urteilungsvermögen und ausgeprägte Kommunikationsstärke. Dich zeichnet eine starke Eigeninitiative aus, die gepaart ist mit einer hohen Serviceorientierung. Bei Deinen Tätigkeiten behältst Du die konzernübergreifenden Ziele stets im Blick und bist persönlich in der Lage, zielgerichtet, überzeugend und wirkungsvoll in alle Richtungen zu präsentieren und kommunizieren. Du hast sehr gute Deutsch - und gute Englischkenntnisse
"https://db.jobs/de-de/Suche/Senior-Business-Consultant-Finanzbuchhaltung-w-m-d--7004506?resultCount=608
";Senior Business Consultant Finanzbuchhaltung (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;Deutsche Bahn AG;Informatik;Job-Nr.: 112939;"Als Senior Business Consultant für buchhalterische Fachthemen gestaltest Du mit ausgeprägtem SAP-Wissen maßgeblich die SAP-Architektur mit und bringst die Prozessanforderungen der Fachabteilungen und die fachlichen Aspekte an unsere neue Systemlandschaft ein. So bist Du integraler Teil eines starken Teams, das die modernen Prozesse und deren Abbildung in SAP S/4HANA der Zukunft gestaltet.

Deine Aufgaben:

Du stimmst Dich mit den Prozessverantwortlichen und Linienverantwortlichen der Finanzfunktion im DB-Konzern ab und führst fachliche Entscheidungen auf Basis der im Projektteam erarbeiteten Lösungen herbei
Gemeinsam mit den SAP-Consultants verantwortest Du die Konzeption und Umsetzung der definierten Fachprozesse im künftigen SAP S/4HANA System
Du stellst die Einbindung der Spezialisten aus der Regelorganisation für Workshops, Meetings und Abnahmeworkshops sicher
Gemeinsam mit dem Fachbereich in der Regelorganisation gestaltest Du den Umstieg auf S/4HANA im Bereich der Finanzbuchhaltung aktiv mit
Du wirkst bei Themen der Stamm- und Organisationsdaten, dem Wertefluss sowie Prozessthemen führend mit
Im Laufe des Projekts wirst Du verschiedene Projektphasen durchlaufen. Hierbei bist Du unser Ansprechpartner und Berater für die Konzeption bis hin zur Migration und Test bei der Überführung unserer ECC 6.0-Systeme nach S/4HANA
In Deiner Rolle als Fachexperte stellst Du die Passfähigkeit der Lösungen in SAP zu den Prozessbedürfnissen sicher und prüfst im Team Auswirkungen auf andere Prozessgebiete
Du stimmst Dich eng mit anderen Prozessverantwortlichen und Linienverantwortlichen im DB-Konzern ab und führst fachliche Entscheidungen auf Basis der im Team erarbeiteten Lösungen herbei
Du stellst die Zusammenarbeit mit anderen Schnittstellenpartnern sicher, indem Du regelmäßig über Neuerungen informierst und auch auf der Partnerseite notwendige Veränderungen identifizierst
In einer partnerschaftlichen Zusammenarbeit unterstützt Du die Linienfunktionen mit Deinem Prozess- und SAP-Wissen und stellst den engen Austausch mit den SAP-Consultants im Projekt Argo sicher";Du stimmst Dich mit den Prozessverantwortlichen und Linienverantwortlichen der Finanzfunktion im DB-Konzern ab und führst fachliche Entscheidungen auf Basis der im Projektteam erarbeiteten Lösungen herbei. Gemeinsam mit den SAP-Consultants verantwortest Du die Konzeption und Umsetzung der definierten Fachprozesse im künftigen SAP S/4HANA System. Du stellst die Einbindung der Spezialisten aus der Regelorganisation für Workshops, Meetings und Abnahmeworkshops sicher. Gemeinsam mit dem Fachbereich in der Regelorganisation gestaltest Du den Umstieg auf S/4HANA im Bereich der Finanzbuchhaltung aktiv mit. Du wirkst bei Themen der Stamm- und Organisationsdaten, dem Wertefluss sowie Prozessthemen führend mit. Im Laufe des Projekts wirst Du verschiedene Projektphasen durchlaufen. Hierbei bist Du unser Ansprechpartner und Berater für die Konzeption bis hin zur Migration und Test bei der Überführung unserer ECC 6.0-Systeme nach S/4HANA. In Deiner Rolle als Fachexperte stellst Du die Passfähigkeit der Lösungen in SAP zu den Prozessbedürfnissen sicher und prüfst im Team Auswirkungen auf andere Prozessgebiete. Du stimmst Dich eng mit anderen Prozessverantwortlichen und Linienverantwortlichen im DB-Konzern ab und führst fachliche Entscheidungen auf Basis der im Team erarbeiteten Lösungen herbei. Du stellst die Zusammenarbeit mit anderen Schnittstellenpartnern sicher, indem Du regelmäßig über Neuerungen informierst und auch auf der Partnerseite notwendige Veränderungen identifizierst. In einer partnerschaftlichen Zusammenarbeit unterstützt Du die Linienfunktionen mit Deinem Prozess- und SAP-Wissen und stellst den engen Austausch mit den SAP-Consultants im Projekt Argo sicher;"Du bist Wirtschaftsinformatiker oder Wirtschaftswissenschafter und verfügst über eine mindestens fünfjährige Erfahrung im Umfeld der Finanzbuchhaltung; alternativ verfügst Du über eine gleichwertige berufliche Ausbildung und langjährige Berufserfahrung in einer ähnlichen Funktion. Idealerweise warst Du in einer Fachabteilung Finanzwesen oder in der SAP-Beratung mit Fachrichtung SAP-FI tätig. Du bist vertraut mit der Umsetzung von Vorgaben aus dem HGB oder IFRS sowie der Abbildung der Konten eines Kontenrahmens und der entsprechenden Strukturen. Du überzeugst mit breiter Expertise in der Buchhaltung und Bilanzierung oder der Anlagenbuchhaltung. Dein Verständnis für das Modul SAP FI und die dazugehörigen Systemprozesse ist ausgeprägt. Du gehst Themen gerne vollständig neu an, bist kommunikationsstark, durchsetzungsstark und zeigst gerne hohe Einsatzbereitschaft. Du liebst es, in Lösungen und Funktionen Schwachstellen zu identifizieren und kennst die Herausforderungen im Veränderungsmanagement. Mit Deiner ausgeprägten Fähigkeit zur Komplexitätsreduktion fällt es Dir leicht, komplexe Sachverhalte zu analysieren, Handlungsempfehlungen abzuleiten und diese kurz und präzise darzustellen. Dank Deiner sehr guten Deutsch- und Englischkenntnisse meisterst Du Präsentationen und Moderationen"
"https://db.jobs/de-de/Suche/Kubernetes-Architekt-in-fuer-Logfilemanagement-mit-Splunk-im-Clou-9356404?resultCount=608
";Kubernetes Architekt:in für Logfilemanagement mit Splunk im Cloud-Umfeld w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 160272;Zum nächstmöglichen Zeitpunkt suchen wir dich als Kubernetes Architekt:in für Logfilemanagement mit Splunk im Cloud-Umfeld w/m/d) für die DB Systel GmbH am Standort Berlin, Frankfurt (Main) oder Erfurt.;Konzeption, Aufbau und Umsetzung von neuen Kunden- und Partnerlandschaften im Logfilemonitoring. Betriebsführung vorhandener Splunk Umgebung, die wir mit Kubernetes Clustern betreiben. Konzeption, Implementierung und Sicherstellung eines kontinuierlichen ITIL-AWS-Betriebs von ICT-Systemen (unter Einhaltung der vereinbarten SLAs). Identifizierung von Schwachstellen, Übernahme von Anpassungen, Systemupgrades und Erweiterungen. Du analysiert zusammen mit dem/den Kunden:innen Logfiles, entwickelst Apps und baust eigenverantwortlich Dashboards;Du bringst eine erfolgreich abgeschlossenes Fach- / Hochschulstudium mit IT-Fokus oder eine vergleichbare Qualifikation mit. Deine technischen Schwerpunkte liegen in folgenden Bereichen: Linux-Betriebssysteme, Kubernetes, Splunk, GitLab und AWS. Idealerweise verfügst du über mehrjährige Praxiserfahrung im Betrieb von IT-Infrastrukturen. Dir macht es Spaß, dich und deine analytischen Fähigkeiten in neue Themengebiete einzubringen. Fließende Deutschkenntnisse (C1) runden dein Profil ab
"https://db.jobs/de-de/Suche/Scrum-Master-fuer-den-Fahrplan-der-Zukunft-w-m-d--8968358?resultCount=608
";Scrum Master für den Fahrplan der Zukunft (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 155813;Als Mitarbeiter:in bei der DB Systel gestaltest du aktiv die Digitalisierung im Konzern und formst entscheidend die digitale Zukunft der Bahn mit. Dazu arbeitest du bei uns in agilen, selbstorganisierten Netzwerkstrukturen und entsprechendem Gestaltungsspielraum. Wir setzen auf eigenverantwortliche, motivierte Macher:innen, die persönlich und gemeinsam wachsen wollen. Zum nächstmöglichen Zeitpunkt suchen wir dich als Scrum Master für den Fahrplan der Zukunft (w/m/d) für die DB Systel GmbH am Standort Frankfurt (Main).;Begleitung von bis zu zwei Teams als Scrum Master in Kundenprojekten inkl. der Planung und Durchführung der üblichen Scrum-Events. Du berätst deine Product Owner, bringst das Team voran und beseitigst proaktiv Impediments. Deine agile Expertise bringst du auch zur Beratung unserer Kund:innen/Partner:innen mit ein und hilfst aktiv dabei, agiles Verständnis auch auf CxO-Level zu coachen und nachhaltig zu verbessern. Du entwickelst das SAFe-Framework unserer Kund:innen/Partner:innen aktiv weiter und verbesserst den Gesamtablauf nachhaltig;Du verfügst über ein erfolgreich abgeschlossenes (Fach-) Hochschulstudium mit mehrjähriger praktischer Erfahrung als Scrum Master eines Software-Entwicklungsteams. Fundierte Kenntnisse agiler Methoden und Techniken des agilen Projektmanagements, insb. Scrum und Kanban. Idealerweise verfügst du über nachgewiesene Erfahrung als Scrum Master in Projekten mit drei oder mehr parallel arbeitenden Scrum-Teams sowie im Arbeiten nach dem Scaled Agile Framework (SAFe) oder anderen Frameworks (LeSS, Nexus). Du überzeugst durch hohes Qualitätsbewusstsein und sicheres Auftreten, bist kreativ und voller Ideen. Sehr gute Deutsch- und gute Englischkenntnisse runden dein Profil ab
"https://db.jobs/de-de/Suche/Referent-in-Digitalisierung-im-Baumanagement-9143928?resultCount=608
";Business Analyst:in für die Digitalisierung im Baumanagement;Washingtonplatz 2, 10557 Berlin + 1;Startdatum: 1. Januar 2023;DB Station&Service AG;Informatik;Job-Nr.: 157229;Zum nächstmöglichen Zeitpunkt suchen wir dich als Business Analyst:in für die Digitalisierung im Baumanagement (w/m/d) für die DB Station&Service AG am Standort Berlin oder Frankfurt am Main. Innerhalb unseres Teams haben wir flexible Arbeitszeiten und du kannst zwischen Home Office und Arbeiten im Büro selbstverständlich wählen.;Als Business Analyst:in bist du bei uns für die strategische (Weiter-) Entwicklung der Digitalisierung im Baumanagement verantwortlich. Insbesondere führst du Bedarfs- und Anforderungsanalysen für unsere Geschäftsprozesse durch und erstellst Fach-/IT-Konzepte für die Implementierung technischer Lösungen und IT-Anwendungen. Du erarbeitest Digitalisierungsstrategien für das Baumanagement und entwickelst Lösungsansätze zur Schaffung digitaler Standards. Die Konzeption und Durchführung von Workshops im Rahmen der Bedarfs- und Anforderungsanalyse fallen ebenfalls in deinen Aufgabenbereich. Darüber hinaus verantwortest du die Erstellung und Umsetzung von Test- und Qualitätssicherungskonzepten. Die Weiterentwicklung des Datenmanagements und der zugehörigen Datenstrukturen gehören zu deinem Tätigkeitsfeld. Du koordinierst interdisziplinäre Projektteams sowie interne und externe Projektbeteiligte;Du besitzt ein erfolgreich abgeschlossenes Studium in einem IT-orientierten Studiengang (z.B. Wirtschaftsinformatik) oder weist eine vergleichbare Qualifikation mit entsprechender IT-Affinität auf. Mehrjährige Erfahrung als Business Analyst:in kannst du vorweisen. Du fühlst dich fit, wenn es um (IT-) Anforderungsmanagement geht und du kannst Fach- und IT-Konzepte für Entwickler:innen aufstellen sowie Anforderungen aufnehmen und adressatengerecht übersetzen. Du besitzt Methodenkompetenz und kannst diese in deiner Tätigkeit als Business Analyst:in erfolgreich einbringen. Agiles Arbeiten ist kein Fremdwort für dich und du kannst darüber hinaus gut mit IT-Tools wie z.B. Jira umgehen. Ausgeprägte analytische Fähigkeiten, Kommunikations- und Präsentationsstärke sowie eine lösungsorientierte Arbeitsweise zählen zu deinen Stärken. Du bringst dich bei uns proaktiv mit eigenen Ideen ein, lebst einen Teamspirit und hast große Lust, das Thema Digitalisierung im Baumanagement voranzutreiben
"https://db.jobs/de-de/Suche/Softwarearchitekt-in-fuer-Individualentwicklungen-6607332?resultCount=608
";Softwarearchitekt:in für Individualentwicklungen;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 110383;Als Softwarearchitekt:in für individuelle Unternehmensapplikationen im Microsoft Umfeld kannst du die Ausgestaltung der digitalen IT-Landschaft der Bahn in strategisch wichtigen Themen unterstützen. Du bist Teil eines neuen agilen Teams im Aufbau und mit deinem Know-How wegweisend bei der Digitalisierung der Deutschen Bahn.;Du bist verantwortlich für Anforderungsanalysen, Architekturentscheidungen und die Integration in vorhandene IT-Landschaften und bist unser:e Ansprechpartner:in für die Kund:innen im Konzern. Zu deinen Kernaufgaben gehören dabei die ganzheitliche Beratung unserer Partner:innen bei Projektvorhaben im Bereich der Low-Code Entwicklung. Auch die Entwicklung von IT-Schnittstellen zu Umsystemen liegt dabei in deiner Hand. Du vermittelst zwischen Fachabteilungen und Entwickler:innen-Teams und arbeitest eng mit ihnen zusammen. Du wirkst aktiv mit bei der strategischen Weiterentwicklung des Technologieportfolios - insbesondere im Bereich Low Code;"Du bringst ein abgeschlossenes Hochschulstudium in (Wirtschafts-)Informatik oder eine vergleichbare Qualifikation und mehrjährige Berufserfahrung mit. In der Microsoft Azure-Cloud (oder AWS Cloud) macht dir niemand etwas vor und du bringst fundierte Erfahrung in der Softwarearchitektur mit; alternativ hat du umfangreiche Erfahrung in IT Architekturen von Individualsoftware und arbeitest dich gerne in Cloud-Thematiken ein. Du hast Erfahrung in der Vermittlung zwischen Fachabteilungen, unterschiedlichen Stakeholder:innen und Entwickler:innen-Teams. Dein Methoden-Koffer unterstützt dabei deine täglichen Arbeitsprozesse. Du hast Spaß daran, jeden Tag Neues dazuzulernen und dich in neue Themengebiete einzuarbeiten. Der Kunde steht stets im Fokus deines Handelns. Verantwortungsbereitschaft, gutes Informations- und Kommunikationsverhalten sind für dich selbstverständlich. Die alltägliche Kommunikation auf Deutsch ist für dich kein Problem"
"https://db.jobs/de-de/Suche/DevOps-Engineer-fuer-zentrale-DB-Konzernplattform-w-m-d--8967698?resultCount=608
";DevOps Engineer für zentrale DB-Konzernplattform (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 144497;Als Mitarbeiter:in bei der DB Systel gestaltest du aktiv die Digitalisierung im Konzern und formst entscheidend die digitale Zukunft der Bahn mit. Dazu arbeitest du bei uns in agilen, selbstorganisierten Netzwerkstrukturen mit entsprechendem Gestaltungsspielraum. Wir setzen auf eigenverantwortliche, motivierte Macher:innen, die persönlich und gemeinsam mit einem Team wachsen wollen und legen dabei Wert auf Diversität und Inklusion.;Du entwickelst hoch skalierbare, cloudnative Plattformservices unter Verwendung von Python, aufbauend auf den Leistungen der AWS Cloud im Themenfeld IoT. Innovative Lösungen für die zentrale IoT-Plattform der Deutschen Bahn werden von dir mitentwickelt. Die selbstständige Gestaltung, Implementierung, Testung und Dokumentation der jeweiligen Software-Lösungen zählt ebenfalls zu deinem Aufgabengebiet. Dadurch machst du deine Software durch moderne Entwicklungs- und Testkonzepte sicher, robust und nachvollziehbar. Zusätzlich verantwortest du den Betrieb der von dir entwickelten Services;Basis deines Werdegangs bildet ein abgeschlossenes (Fach-)Hochschulstudium in z.B. (Wirtschafts-) Informatik oder eine vergleichbare Berufsausbildung mit mehrjähriger Berufserfahrung. Du hast Erfahrung in der Entwicklung aktueller Python Software, im Umgang mit REST APIs sowie der AWS Cloudumgebung. Architekturprinzipien (Event Driven Architecture, Microservices, IaC) sind dir nicht fremd und anwenden kannst du sie auch. Deine eigenverantwortliche Arbeitsweise zeichnet sich durch Zielverfolgung, Empathie und Freude an interdisziplinärer Zusammenarbeit aus. Fließende Deutsch- und Englischkenntnisse runden dein Profil ab
"https://db.jobs/de-de/Suche/Business-Engineer-in-mit-Spass-an-Software-Entwicklung-10035846?resultCount=608
";Business Engineer:in mit Spaß an Software-Entwicklung;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 171591;"Wir im Team ""Spirit"" entwickeln für unsere Partner:innen im gesamten DB Konzern Web-Anwendungen aus einer Hand - verantwortungsbewusst und ganzheitlich. Unsere Lösungen reichen dabei von progressiven Web-Apps mit Angular, Node.JS und API-Design bis hin zu klassischen Webseiten in JavaScript, HTML und CSS. Dabei nehmen wir unsere Partner :innen stets an die Hand: von der Idee bis zum Produkt beraten wir unsere Partner:innen und setzen ihre Vorstellungen um.";"Die Planung und Koordination der Zusammenarbeit mit internen und externen Beteiligten liegt in deiner Hand. Du berätst auch auf interner und externer Managementebene und bist als Fachexpert:in anerkannt und integrierst Lösungen ins Systemumfeld und entwickelst Konzepte für Architekturen. Mit deinem analytischen Blick unterstützt du unseren PO und unsere Partner:innen im DB Konzern dabei, eine fachliche Produktvision zu entwickeln und in kleinere fachliche Pakete zu ""schneiden"" du agierst als sprachlicher „Brückenbauer“ zwischen dem PO/Partner:innen und dem Umsetzungs-Team. Auf dieser Basis erstellst du umsetzbare User Stories für das Umsetzungsteam, die einen hohen Neuigkeitscharakter aufweisen. Auch die methodische Erhebung, Modellierung und Dokumentation von Anforderungen und Prozessen liegt in deiner Hand; zudem bringst du bringst dein Wissen und deine Erfahrung aktiv in unser Team ein und trägst so zur stetigen Weiterentwicklung unseres Teams bei. Gemeinsam mit PO, Design-, Frontend- und Backend-Expert:innen bringst du deine Expertise in einem Multi-Projektumfeld ein, um für unsere Partner:innen und Anwender:innen optimale Lösungen für komplexe fachliche Anforderungen sowie für umfangreiche Konzepte zu finden";Basis deines Erfolgs bildet dein abgeschlossenes Studium im Bereich (Wirtschafts-) Informatik oder einer relevanten Fachrichtung. Du hast bereits einige Jahre in der Softwareentwicklung im agilen Umfeld (vorzugsweise SCRUM) gearbeitet und verfügst über umfassendes Knowhow in Business Analyse und Requirements Engineering sowie idealerweise über technisches Knowhow. Außerdem beherrschst du Methoden wie User Story Mapping, Event Storming, MVP und Domain Driven Design sicher. Du hast eine schnelle Auffassungsgabe, kannst gut zuhören, komplizierte Zusammenhänge und Abhängigkeiten erkennen, hinterfragen und verständlich erklären. Last but noch least zeichnest du dich durch eine ausgezeichnete Kommunikationsfähigkeit in Deutsch und Englisch, ausgeprägte Ziel und Ergebnisorientierung, Überzeugungskraft und Verbindlichkeit aus
"https://db.jobs/de-de/Suche/Senior-IT-Product-Manager-in-Product-Owner-in-w-m-d--9989484?resultCount=608
";Senior IT Product Owner:in reisendenzentrierte Steuerung (w/m/d);Europa-Allee 78-84, 60486 Frankfurt (Main);Startdatum: ab sofort;DB Fernverkehr AG;Informatik, Kaufmännische Berufe;Job-Nr.: 168604;In unser Team aus IT Product Owner:innen, IT-Business-Analysten und IT-Produktmanager:innen integrierst du dich mit Leichtigkeit und kannst dich darauf freuen, die reisendenzentrierte Disposition der Zukunft mit neuen digitalen Anwendungen zu gestalten. Wenn du dich dafür begeisterst, dein Methodenwissen und deine Expertise von der Konzeption bis zum lauffähigen Produkt & Service in agilen Entwicklungsprozessen einzubringen, freut sich das Team „IT-Management Kunde & Produkt“, mehr über dich zu erfahren! Zum nächstmöglichen Zeitpunkt suchen wir dich als Senior IT Product Owner:in reisendenzentrierte Steuerung (w/m/d) für die DB Fernverkehr AG am Standort Frankfurt (Main).;Du verantwortest die langfristige und operative (Weiter-)Entwicklung von IT-Produkten & -Services der reisendenzentrierten Steuerung. Dank dir sind innovative IT-Produkte & -Services konsequent an den Bedürfnissen unserer Fahrgäste, der fahrenden Personale und des Unternehmens ausgerichtet. Ein Teil deiner Verantwortung liegt darin, Ideen und fachliche Anforderungen aufzunehmen, abzuleiten und zu beschreiben, sie mit relevanten Stakeholder:innen abzustimmen und sie gemeinsam mit Fachexpert:innen und dem Umsetzungsteam zu bewerten und zu priorisieren. Weiterhin steuerst du das Umsetzungsteam und die Dienstleister, den Aufbau und die Pflege des Product-Backlogs sowie die Integration der Nutzer:innen. Du begleitest agile Events wie Sprint-Planungen, Refinements und Reviews. Neben deiner Aufgabe als erste:r (interner und externer) Ansprech- und Sparringspartner:in für die IT-Perspektive bist du an der Entwicklung der Roadmap für die IT-Produkte & -Services beteiligt;Basis deines Erfolgs ist ein erfolgreich abgeschlossenes (Fach-)Hochschulstudium in (Wirtschafts-)Informatik, Betriebswirtschaft oder einer anderen relevanten Fachrichtung. Du bringst mehrjährige Berufserfahrung im Produktmanagement oder als Product Owner:in, in der Business Analyse und in der Anwendung agiler Methoden mit, idealerweise inklusive einer Zertifizierung als PSPO, CSPO oder CPRE. Du zeichnest dich durch deine Neugierde und deine Begeisterung für technische und fachliche Innovationen und Trends sowie die Anwendung neuer Methoden und Werkzeuge aus. Du arbeitest strukturiert, denkst analytisch und hast Lust darauf, deine Kreativität eigeninitiativ einzubringen. In der Ergebnispräsentation bist du überzeugend und dein Team schätzt dich für deine Lösungsorientierung sowie dein Verantwortungsbewusstsein. Es fällt dir leicht, als Moderator:in und Gestalter:in aufzutreten und über mehrere Hierarchieebenen hinweg professionell und zielgerichtet zu kommunizieren
"https://db.jobs/de-de/Suche/IT-Manager-in-Netzwerkmanagement-8168408?resultCount=608
";IT-Manager:in - Netzwerkmanagement;Wo Du Willst-Job;Startdatum: ab sofort;DB Netz AG;Informatik;Job-Nr.: 139094;"Als Vordenker und Wegbereiter gestalten wir in der DB Netz AG die digitale Infrastruktur für die „Starke Schiene Deutschlands"". Dazu befinden wir uns mitten in der digitalen Transformation, setzen auf agile und virtuelle Teams nach SAFe®, eine offene Kultur auf Augenhöhe und modernes Leadership. Wir suchen Teamplayer wie dich, die sich aktiv einbringen und wirklich etwas bewegen wollen! Zum nächstmöglichen Zeitpunkt suchen wir dich als IT-Manager:in - Netzwerkmanagement für die DB Netz AG am Standort Frankfurt (Main).";Du setzt die Unternehmensvorgaben für einen sicheren und stabilen Betrieb einer zentralen Netzwerkumgebung und der zentralen Plattformen der DB Netz um. Du unterstützt bei der Migration der DB Netz Assets in eine neue, zentrale Netzwerkumgebung und koordinierst die Anforderungen und deren Umsetzung. Als Schnittstelle zwischen den Assetverantwortlichen und der 1st Line of Defence baust du Brücken zwischen den Bereichen. Für die Erfassung, Analyse und Behebung, sowie Verfolgung auftretender Sicherheitsvorfälle und potenzieller Sicherheitsmängel ergreifst du geeignete und effiziente Maßnahmen. Du arbeitest aktiv bei der Umsetzung von Risk Assessments, Schutzbedarfsermittlungen, Patch- und Schwachstellenmanagement und an den Vorbereitungen für Sicherheits-Audits für unsere Plattformen mit. Du stehst im Austausch mit der 2nd Line of Defence der DB Netz AG und gestaltest proaktiv die Umsetzung vereinbarten Vorgehen;"Du hast ein Studium in einem der MINT-Fächer oder ein Informatik-Studium erfolgreich abgeschlossen. Alternativ bringst du eine Ausbildung mit mehrjähriger relevanter Berufserfahrung mit. Praktische Erfahrung in einer Position mit übergreifender Schnittstellenfunktion sowie in der Konzeption von neuen Themen bringst du mit und du möchtest deinen Beitrag für eine Starke Schiene in Deutschland leisten. Du verfügst über Kenntnisse und Erfahrung zu IP-Netzen und hast durch deine vorherigen Tätigkeiten bereits Erfahrung im operativen Netzwerkbetrieb sammeln können. Idealerweise hast du Erfahrung in einem oder mehreren der folgenden Themengebiete: Firewalling, NAT, Assetinventory. Du kannst dich schnell in neue Situationen hineindenken, um mit Kolleg:innen an einem sicheren und stabilen Betrieb zu arbeiten; und dies bei Bedarf auch auf Englisch. Idealerweise kennst du gängige IT-Sicherheitsnormen, wie z.B. die DIN ISO 27001 und weißt worauf es ankommt, um einen sicheren Betrieb zu gewährleisten. Du bringst erste Erfahrungen mit ITIL mit und hast kennst dich in agilen Teams, mit SCRUM, KANBAN und/oder SAFe aus. Du hast ausgeprägte analytische und konzeptionelle Fähigkeiten und hast diese bereits in der Arbeitspraxis nachweislich angewandt"
